"","State","City","Year","Month","median_NO2","median_SO2","median_CO","median_O3"
"7604","Pennsylvania","Scranton",2004,9,19.5,7.581185,5.3351056125,30.5
"7605","Pennsylvania","Scranton",2004,10,19,9.81182,7.991773725,18
"7606","Pennsylvania","Scranton",2005,3,36,12.88377,-0.165,12
"7607","Pennsylvania","Scranton",2005,4,30,9.97458,0.551875,42.5
"7608","Pennsylvania","Scranton",2005,5,21,3.32059,-0.0565625,42
"7609","Pennsylvania","Scranton",2005,6,27,7.91435,1.3771875,46
"7610","Pennsylvania","Scranton",2005,7,22,6.78512,1.732601275,42
"7611","Pennsylvania","Scranton",2005,8,20,8.74313,2.63625,42
"7612","Pennsylvania","Scranton",2005,9,20.5,9.126435,4.2296368625,36
"7613","Pennsylvania","Scranton",2005,10,20,8.89906,3.925413775,21
"7614","Pennsylvania","Scranton",2006,3,32,25.13121,7.4134375,34
"7615","Pennsylvania","Scranton",2006,4,27,11.08689,4.88328125,39
"7616","Pennsylvania","Scranton",2006,5,23,10.22621,1.883226275,42
"7617","Pennsylvania","Scranton",2006,6,20,7.91924,1.847086225,35
"7618","Pennsylvania","Scranton",2006,7,20,16.34178,3.250726275,46
"7619","Pennsylvania","Scranton",2006,8,17,13.14875,3.3953125,37
"7620","Pennsylvania","Scranton",2006,9,18,10.589335,4.77484375,28
"7621","Pennsylvania","Scranton",2006,10,19,5.37073,5.473648725,27
"7622","Pennsylvania","Scranton",2007,3,19,14.97427,2.238648725,25
"7623","Pennsylvania","Scranton",2007,4,22,10.77309,0.6964568875,35
"7624","Pennsylvania","Scranton",2007,5,23,9.48793,1.0579181125,42
"7625","Pennsylvania","Scranton",2007,6,22,6.59892,1.145257525,36.5
"7626","Pennsylvania","Scranton",2007,7,19.5,10.347795,2.1001056125,41
"7627","Pennsylvania","Scranton",2007,8,17,13.05988,3.50375,40
"7628","Pennsylvania","Scranton",2007,9,14,9.53155,2.997711225,38
"7629","Pennsylvania","Scranton",2008,3,32,1.23172,2.455523725,17
"7630","Pennsylvania","Scranton",2008,4,25,2.85249,0.7326056125,42
"7631","Pennsylvania","Scranton",2008,5,23,3.45308,0.4532923,38
"7632","Pennsylvania","Scranton",2008,6,21,16.469885,0.515726275,42
"7633","Pennsylvania","Scranton",2008,7,19,4.60412,-0.020413775,44
"7634","Pennsylvania","Scranton",2008,8,17,0.47,-0.092711225,35
"7635","Pennsylvania","Scranton",2008,9,16.5,0.47,-0.128851275,29.5
"7636","Pennsylvania","Scranton",2008,10,22,2.81896,0.732601275,23.5
"7637","Pennsylvania","Wilkes-Barre",2006,3,30,19.80957,5.792913775,41
"7638","Pennsylvania","Wilkes-Barre",2006,4,24,6.86064,3.4615625,40.5
"7639","Pennsylvania","Wilkes-Barre",2006,5,20,8.30693,2.925413775,44
"7640","Pennsylvania","Wilkes-Barre",2006,6,19,5.531045,1.2536993625,36.5
"7641","Pennsylvania","Wilkes-Barre",2006,7,22,10.33363,2.425413775,42
"7642","Pennsylvania","Wilkes-Barre",2006,8,26.5,9.23469,1.4525,38
"7643","Pennsylvania","Wilkes-Barre",2006,10,17,14.84341,5.190523725,23
"7644","Pennsylvania","Wilkes-Barre",2007,4,24,6.3836394184,-0.165,36
"7645","Pennsylvania","Wilkes-Barre",2007,5,25,5.25842,-0.165,42
"7646","Pennsylvania","Wilkes-Barre",2007,6,19,6.54358,-0.165,38
"7647","Pennsylvania","Wilkes-Barre",2007,7,19,12.827615,5.8742693875,42
"7648","Pennsylvania","Wilkes-Barre",2007,8,22,10.85544,6.883336225,40
"7649","Pennsylvania","Wilkes-Barre",2007,9,19,12.74445,6.8110431125,38.5
"7650","Pennsylvania","Wilkes-Barre",2007,10,21,17.65201,5.2628125,29
"7651","Pennsylvania","Wilkes-Barre",2008,3,29,13.77472,10.335211225,24
"7652","Pennsylvania","Wilkes-Barre",2008,4,28,4.245885,3.50375,41.5
"7653","Pennsylvania","Wilkes-Barre",2008,5,21,3.21154,2.4615625,38
"7654","Pennsylvania","Wilkes-Barre",2008,6,19,7.63408,1.3109375,42
"7655","Pennsylvania","Wilkes-Barre",2008,7,22,11.90232,2.100101275,46
"7656","Pennsylvania","Wilkes-Barre",2008,8,20,10.00485,2.4615625,32
"7657","Pennsylvania","Wilkes-Barre",2008,9,20,11.46938,3.23265625,26
"7658","Pennsylvania","Wilkes-Barre",2008,10,23,15.91536,5.515836225,24
"7659","Pennsylvania","York",2000,3,41,10.22621,6.515836225,0
"7660","Pennsylvania","York",2000,4,31,12.00811,1.64828125,31
"7661","Pennsylvania","York",2000,5,37,19.81446,6.051976275,49
"7662","Pennsylvania","York",2000,6,26,13.4101815532,5.298961225,46.5
"7663","Pennsylvania","York",2000,7,29,15.92413,2.816976275,47
"7664","Pennsylvania","York",2000,8,25,22.4388,4.720625,40
"7665","Pennsylvania","York",2000,9,25,22.31283,4.34109375,31
"7666","Pennsylvania","York",2000,10,37,20.81446,8.961663775,27
"7667","Pennsylvania","York",2001,3,29,39.32649,5.798961225,15
"7668","Pennsylvania","York",2001,4,42,13.0182,7.07609375,37
"7669","Pennsylvania","York",2001,5,40,9.69951,5.082086225,42
"7670","Pennsylvania","York",2001,6,42,14.163225,5.10015625,59
"7671","Pennsylvania","York",2001,7,30,14.47101,3.214586225,49
"7672","Pennsylvania","York",2001,8,31.5,26.6513247092,3.8109881375,69
"7673","Pennsylvania","York",2001,9,32,26.15139,1.7928631375,39.5
"7674","Pennsylvania","York",2001,10,34,15.35381,4.106148725,26
"7675","Pennsylvania","York",2002,3,37,8.81182,8.594163775,21
"7676","Pennsylvania","York",2002,4,33,14.46775,5.0097931125,36
"7677","Pennsylvania","York",2002,5,28,13.62694,4.539898725,44
"7678","Pennsylvania","York",2002,6,29,20.8852346596,3.684476275,59.5
"7679","Pennsylvania","York",2002,7,25,18.85482,4.142288775,67
"7680","Pennsylvania","York",2002,8,35,20.32812,2.925413775,61
"7681","Pennsylvania","York",2002,9,35.5,15.492005,3.1181756375,37
"7682","Pennsylvania","York",2002,10,24,14.93391,3.166351275,20
"7683","Pennsylvania","York",2003,3,23,9.7682,-0.165,7
"7684","Pennsylvania","York",2003,4,32,13.60676,0.4434375,38
"7685","Pennsylvania","York",2003,5,22.5,13.64549,3.6844806125,36
"7686","Pennsylvania","York",2003,6,25.5,14.117665,5.24171875,45
"7687","Pennsylvania","York",2003,7,22,12.21643,3.3953125,54
"7688","Pennsylvania","York",2003,8,26,12.85707,6.124273725,43
"7689","Pennsylvania","York",2003,9,25.5,6.6004053404,5.4947381375,33
"7690","Pennsylvania","York",2003,10,30,10.87888,7.058023725,24
"7691","Pennsylvania","York",2004,3,28,9.09535,5.515836225,3
"7692","Pennsylvania","York",2004,4,31.5,15.70246,6.7568243625,39.5
"7693","Pennsylvania","York",2004,5,24,13.01463,6.883336225,47
"7694","Pennsylvania","York",2004,6,29,12.27146,6.25078125,43.5
"7695","Pennsylvania","York",2004,7,23,10.57517,5.877288775,46
"7696","Pennsylvania","York",2004,8,26,15.05988,6.9134375,47
"7697","Pennsylvania","York",2004,9,25,7.47815,7.311038775,34
"7698","Pennsylvania","York",2004,10,25,14.22947,6.9706756375,20
"7699","Pennsylvania","York",2005,4,35,10.56702,2.642288775,41
"7700","Pennsylvania","York",2005,5,31,14.6441493192,1.196461225,46
"7701","Pennsylvania","York",2005,6,19,16.960105,-0.0911367125,52
"7702","Pennsylvania","York",2005,7,27,11.00974,-0.1272811,54
"7703","Pennsylvania","York",2005,8,27,20.54785,-0.165,47
"7704","Pennsylvania","York",2005,9,32.5,12.63734,-0.1469256375,44
"7705","Pennsylvania","York",2005,10,25,13.98304,-0.092711225,20
"7706","Pennsylvania","York",2006,3,51,22.57455,5.588125,31
"7707","Pennsylvania","York",2006,4,37,22.4893946596,4.9375,36
"7708","Pennsylvania","York",2006,5,30,15.59698,6.040976375,41
"7709","Pennsylvania","York",2006,6,23.5,14.168115,5.0459375,40.5
"7710","Pennsylvania","York",2006,7,21,17.67708,3.8290625,48
"7711","Pennsylvania","York",2006,8,25,18.99771,3.901351275,46
"7712","Pennsylvania","York",2006,9,26.5,13.427654,3.40081245,26
"7713","Pennsylvania","York",2006,10,28,13.5020231064,5.431461225,25
"7714","Pennsylvania","York",2007,3,32,6.9596,6.148336225,36
"7715","Pennsylvania","York",2007,4,26.5,7.50842,5.1182306125,34
"7716","Pennsylvania","York",2007,5,30,15.1500906808,3.286875,49
"7717","Pennsylvania","York",2007,6,23,19.62174,2.401304975,45.5
"7718","Pennsylvania","York",2007,7,25,19.72233,1.021773725,50
"7719","Pennsylvania","York",2007,8,24,14.68911,2.780836225,48
"7720","Pennsylvania","York",2007,9,23.5,22.2856034468,2.0898864625,42.5
"7721","Pennsylvania","York",2007,10,25,19.48405,5.2628125,32
"7722","Pennsylvania","York",2008,3,26,1.03543,6.015836225,19
"7723","Pennsylvania","York",2008,4,25.5,10.117975,3.88328125,38
"7724","Pennsylvania","York",2008,5,25,19.785625,3.3169806125,39
"7725","Pennsylvania","York",2008,6,22,11.99476,3.4133868625,47
"7726","Pennsylvania","York",2008,7,21,19.06314,2.389273725,61
"7727","Pennsylvania","York",2008,8,25,10.61879,1.449476275,41
"7728","Pennsylvania","York",2008,9,25,8.262495,4.9525506375,33
"7729","Pennsylvania","York",2008,10,25,9.65752,5.81467165,25
"7730","Pennsylvania","York",2009,3,34,56.2144693192,5.163804725,27
"7731","Pennsylvania","York",2009,4,22,10.235485,5.2628125,38
"7732","Pennsylvania","York",2009,5,20,9.69625,3.865211225,40
"7733","Pennsylvania","York",2009,6,19.5,10.80173,4.684476275,37
"7734","Pennsylvania","York",2009,7,18.5,9.124805,3.332878525,41.5
"7735","Pennsylvania","York",2009,8,20,14.96938,3.033851275,38
"7736","Pennsylvania","York",2009,9,19,7.1291181064,1.89592165,29.5
"7737","Pennsylvania","York",2009,10,24,5.71969,3.467601275,23
"7738","South Carolina","Not in a city",2003,2,11,5.28512,3.359163775,23
"7739","South Carolina","Not in a city",2003,3,8,2.82059,3.792913775,36
"7740","South Carolina","Not in a city",2003,4,5.5,3.267695,3.9375,42
"7741","South Carolina","Not in a city",2003,5,3,2.98335,3.9736443875,36
"7742","South Carolina","Not in a city",2003,6,5.5,6.06539,1.5247931125,37
"7743","South Carolina","Not in a city",2003,7,4,3.01688,2.1723943875,31
"7744","South Carolina","Not in a city",2006,1,6,4.0803047092,1.1844256375,30
"7745","South Carolina","Not in a city",2006,2,8,6.651815,1.6844256375,33
"7746","South Carolina","Not in a city",2006,3,6,7.50485,1.955523725,43
"7747","South Carolina","Not in a city",2006,4,6,5.71643,2.08203125,48
"7748","South Carolina","Not in a city",2006,5,5.5,5.71806,2.13625,56
"7749","South Carolina","Not in a city",2006,6,2,2.51525,2.353125,45
"7750","South Carolina","Not in a city",2006,7,2,2.6388394184,2.4615625,40
"7751","South Carolina","Not in a city",2006,8,3,0.47,2.625858325,37
"7752","South Carolina","Not in a city",2006,9,3,3.79878,2.5519256375,38
"7753","South Carolina","Not in a city",2006,10,6.5,5.44299,1.2928631375,35
"7754","South Carolina","Not in a city",2006,11,5.5,6.859825,1.2205743625,31
"7755","South Carolina","Not in a city",2006,12,5,4.62919,1.2025,29
"7756","South Carolina","Not in a city",2007,1,5,5.121568,1.2025,28
"7757","South Carolina","Not in a city",2007,2,6,7.133265,1.7205743625,34.5
"7758","South Carolina","Not in a city",2007,3,5,3.16792,1.847086225,44
"7759","South Carolina","Not in a city",2007,4,5,5.45471,1.883226275,49.5
"7760","South Carolina","Not in a city",2007,5,3,1.10086,2.172398725,46
"7761","South Carolina","Not in a city",2007,6,3,1.68973,1.0372586,42
"7762","South Carolina","Not in a city",2007,8,2,0.47,2.57,38
"7763","South Carolina","Not in a city",2007,9,3,1.2239303404,1.97359375,34
"7764","South Carolina","Not in a city",2007,10,5,1.47163,2.353125,29
"7765","South Carolina","Not in a city",2007,11,7,6.14937,1.5609375,31
"7766","South Carolina","Not in a city",2007,12,6,2.88602,1.238648725,27
"7767","South Carolina","Not in a city",2008,1,7,7.4886805816,1.738648725,28
"7768","South Carolina","Not in a city",2008,2,6,7.04032,1.774788775,33
"7769","South Carolina","Not in a city",2008,3,5,3.62593,1.919375,42
"7770","South Carolina","Not in a city",2008,4,4.5,1.591585,1.5790118625,42
"7771","South Carolina","Not in a city",2008,5,4,1.47163,1.883226275,42
"7772","South Carolina","Not in a city",2008,6,2,1.42801,2.425413775,39.5
"7773","South Carolina","Not in a city",2008,7,2,1.417105,2.100101275,36
"7774","South Carolina","Not in a city",2008,8,1,1.38439,2.2627618625,36
"7775","South Carolina","Not in a city",2008,9,3,1.44982,1.3109375,30.5
"7776","South Carolina","Not in a city",2008,10,5,3.03869,1.2025,33
"7777","South Carolina","Not in a city",2008,11,5,3.28869,1.2025,29
"7778","South Carolina","Not in a city",2008,12,4,3.32222,1.2025,29
"7779","South Carolina","Not in a city",2009,1,5,5.23661,-0.020413775,31
"7780","South Carolina","Not in a city",2009,2,5,3.638465,-0.165,36.5
"7781","South Carolina","Not in a city",2009,3,4,2.25353,-0.165,39
"7782","South Carolina","Not in a city",2009,4,4,1.962355,1.2025,43.5
"7783","South Carolina","Not in a city",2009,5,1,1.03543,0.696461225,31
"7784","South Carolina","Not in a city",2009,6,2,1.29715,1.2402883,36.5
"7785","South Carolina","Not in a city",2009,7,1,0.47,1.2025,32.5
"7786","South Carolina","Not in a city",2009,8,1,0.47,1.03984375,27.5
"7787","South Carolina","Not in a city",2009,9,2,0.47,0.913336225,19
"7788","South Carolina","Not in a city",2009,10,4,1.10086,1.2025,26.5
"7789","South Carolina","Not in a city",2009,11,4.5,1.569775,1.2025,27
"7790","South Carolina","Not in a city",2009,12,5,3.23498,1.2025,25
"7791","Tennessee","Not in a city",2002,4,10.5,2.7148,14.01,44.5
"7792","Tennessee","Not in a city",2002,5,6.5,2.7148,14.01,39.5
"7793","Tennessee","Not in a city",2002,6,7,2.7148,14.01,59
"7794","Tennessee","Not in a city",2002,7,6,3.78023,14.01,62
"7795","Tennessee","Not in a city",2002,8,6.5,5.010865,14.01,70
"7796","Tennessee","Not in a city",2002,9,6.5,3.6247401454,14.01,42.25
"7797","Tennessee","Not in a city",2002,10,8.5,5.0560431064,14.01,25.5
"7798","Tennessee","Not in a city",2003,2,24,11.218565,14.01,3
"7799","Tennessee","Not in a city",2003,3,10.5,4.171995,14.01,36.5
"7800","Tennessee","Not in a city",2003,4,6.25,2.7148,14.01,46.5
"7801","Tennessee","Not in a city",2008,10,2,5.074665,2.15920405,40
"7802","Tennessee","Not in a city",2008,11,2,5.802855,2.316976275,34.5
"7803","Tennessee","Not in a city",2008,12,2,1.97326,2.17095,30
"7804","Tennessee","Not in a city",2009,1,3,3.9329,2.2775831,31
"7805","Tennessee","Not in a city",2009,2,1.5,3.943805,2.3997054125,39.5
"7806","Tennessee","Not in a city",2009,3,2,3.84566,3.1952453125,42
"7807","Tennessee","Not in a city",2009,5,0,0.81896,2.371923725,40
"7808","Tennessee","Not in a city",2009,6,0,1.809685,2.3038466625,42.5
"7809","Tennessee","Not in a city",2009,7,0,0.94982,2.07155185,43
"7810","Tennessee","Not in a city",2009,8,0,0.86258,2.037571875,42
"7811","Tennessee","Not in a city",2009,9,0,0.81896,2.2163159125,36
"7812","Tennessee","Not in a city",2009,10,1,0.92801,2.0860044,32
"7813","Tennessee","Not in a city",2009,11,2,3.594845,2.2734234375,37.5
"7814","Tennessee","Not in a city",2009,12,2,1.60249,2.220111225,32
"7815","Texas","Dallas",2000,1,37,3.32059,7.39647885,19
"7816","Texas","Dallas",2000,2,36,3.0225205816,9.612288775,24
"7817","Texas","Dallas",2000,3,38,5.10412,6.450114425,30
"7818","Texas","Dallas",2000,4,32,3.18973,5.910677875,39
"7819","Texas","Dallas",2000,5,25,1.4352805816,5.3290625,36
"7820","Texas","Dallas",2000,6,22,1.982535,5.1363006375,25
"7821","Texas","Dallas",2000,7,24,1.25353,4.756773725,97
"7822","Texas","Dallas",2000,8,41,7.06865,5.359163775,67
"7823","Texas","Dallas",2000,9,37,5.32711,5.476927875,77
"7824","Texas","Dallas",2000,12,22.5,4.745885,4.88354535,15
"7825","Texas","Dallas",2001,1,40,6.138688156,6.666725325,17
"7826","Texas","Dallas",2001,2,26,4.75842,6.6026474375,21
"7827","Texas","Dallas",2001,3,35,5.3601994184,7.39647885,31
"7828","Texas","Dallas",2001,4,27.5,3.89937,5.4644623875,34.5
"7829","Texas","Dallas",2001,5,25.5,2.5770447092,4.9375,38
"7830","Texas","Dallas",2001,6,30,3.3585702908,4.88328125,52.5
"7831","Texas","Dallas",2001,7,24,3.82222,3.6121875,43
"7832","Texas","Dallas",2001,8,31,4.60738,4.865211225,43
"7833","Texas","Dallas",2001,9,34.5,1.742625,6.2869256375,42.5
"7834","Texas","Dallas",2001,10,38,2.3688106808,5.798961225,31
"7835","Texas","Dallas",2001,11,35.5,3.6111665532,4.286875,24
"7836","Texas","Dallas",2001,12,37,4.158645,9.796784775,17
"7837","Texas","Dallas",2002,1,35,3.918735,6.265836225,20
"7838","Texas","Dallas",2002,2,42,2.8509318936,5.5790625,25.5
"7839","Texas","Dallas",2002,3,27,2.1881,4.539898725,31
"7840","Texas","Dallas",2002,4,24,1.0883968936,4.05796875,35
"7841","Texas","Dallas",2002,5,29,1.0447768936,4.684476275,42
"7842","Texas","Dallas",2002,6,29,2.2675503404,5.10892185,49
"7843","Texas","Dallas",2002,7,27,1.36258,4.8620622,31
"7844","Texas","Dallas",2002,8,34,2.31896,4.973648725,42
"7845","Texas","Dallas",2002,9,39.5,2.286245,5.972617375,64
"7846","Texas","Dallas",2002,10,25,1.03543,5.2628125,20
"7847","Texas","Dallas",2002,11,36.5,2.5985596596,6.87034395,20.5
"7848","Texas","Dallas",2002,12,33,3.10412,6.551976275,18
"7849","Texas","Dallas",2003,1,33,5.69462,6.877288775,19
"7850","Texas","Dallas",2003,2,29.5,2.831495,6.5911443875,20.5
"7851","Texas","Dallas",2003,3,34,3.5901706808,5.7628125,30
"7852","Texas","Dallas",2003,4,34,3.60412,5.407398725,39
"7853","Texas","Dallas",2003,5,28,1.31896,7.0640625,42
"7854","Texas","Dallas",2003,6,26,2.16792,6.0946963125,45
"7855","Texas","Dallas",2003,7,23,4.60738,5.0129378,44
"7856","Texas","Dallas",2003,8,35,4.62919,6.160413775,51
"7857","Texas","Dallas",2003,9,34,3.6197703404,6.485726275,45
"7858","Texas","Dallas",2003,10,45,4.73824,7.491773725,35
"7859","Texas","Dallas",2003,11,25.5,2.44982,5.4073943875,25
"7860","Texas","Dallas",2003,12,38,6.82385,7.068406725,25
"7861","Texas","Dallas",2004,1,30,4.06376,7.708648725,16
"7862","Texas","Dallas",2004,2,33,3.60412,6.485726275,21
"7863","Texas","Dallas",2004,3,35.5,4.4095318936,6.1965625,31
"7864","Texas","Dallas",2004,4,28,4.10738,6.015836225,36
"7865","Texas","Dallas",2004,5,21,2.4062,5.082086225,33
"7866","Texas","Dallas",2004,6,23,2.77697,5.75078125,30
"7867","Texas","Dallas",2004,7,23.5,2.90783,4.9013556125,35
"7868","Texas","Dallas",2004,8,34,3.75842,6.226663775,58
"7869","Texas","Dallas",2004,9,37,2.1336468936,5.2401442375,42.5
"7870","Texas","Dallas",2004,10,29.5,0.47,6.3200506375,25
"7871","Texas","Dallas",2004,11,27.5,0.47,9.8323759125,22
"7872","Texas","Dallas",2004,12,33,1.03543,8.7672811,18
"7873","Texas","Dallas",2005,1,24.5,0.47,5.404375,16.5
"7874","Texas","Dallas",2005,2,31,1.31896,6.1965625,23
"7875","Texas","Dallas",2005,3,33.5,2.809685,4.0218243625,34
"7876","Texas","Dallas",2005,4,34,2.05887,5.9883321375,40
"7877","Texas","Dallas",2005,5,25,1.6097605816,6.160413775,36
"7878","Texas","Dallas",2005,6,31,4.38928,5.87125,67
"7879","Texas","Dallas",2005,7,23.5,2.8182168936,5.850695075,50
"7880","Texas","Dallas",2005,8,25.5,2.8424,5.0475120125,36.5
"7881","Texas","Dallas",2005,9,36.5,4.47652,5.6918992,77
"7882","Texas","Dallas",2005,10,40,5.1619768936,6.732711225,40
"7883","Texas","Dallas",2005,11,35.5,4.227335,6.1604181125,22
"7884","Texas","Dallas",2005,12,39,4.93453,9.3653125,21
"7885","Texas","Dallas",2006,1,36,3.93127,6.4796875,25
"7886","Texas","Dallas",2006,2,35,2.79878,5.154375,25
"7887","Texas","Dallas",2006,3,28,2.01688,5.443538775,37
"7888","Texas","Dallas",2006,4,26.5,3.0090903404,5.08443715,41
"7889","Texas","Dallas",2006,5,22,1.329865,5.37125,39.5
"7890","Texas","Dallas",2006,6,31,2.53706,5.190523725,71
"7891","Texas","Dallas",2006,7,20,3.0916568936,4.865211225,42
"7892","Texas","Dallas",2006,8,25.5,3.212355,4.7567693875,41
"7893","Texas","Dallas",2006,9,37,2.1087934468,4.6121875,43
"7894","Texas","Dallas",2006,10,35,2.5947003404,6.178492475,29
"7895","Texas","Dallas",2006,11,39,2.88602,7.73875,23
"7896","Texas","Dallas",2006,12,24,1.0447768936,5.082086225,22
"7897","Texas","Dallas",2007,1,31,1.25353,6.160413775,19
"7898","Texas","Dallas",2007,2,30.5,1.4700718936,6.310560675,24.5
"7899","Texas","Dallas",2007,3,30,1.0447768936,5.515836225,34
"7900","Texas","Dallas",2007,4,28,1.31896,5.515836225,37
"7901","Texas","Dallas",2007,5,22,1.03543,5.515836225,35
"7902","Texas","Dallas",2007,6,22.5,0.47,5.190523725,29.5
"7903","Texas","Dallas",2007,7,26.5,0.47,6.323070025,28
"7904","Texas","Dallas",2007,8,20,0.47,5.99777585,36
"7905","Texas","Dallas",2007,9,26,1.1756368936,5.9646368625,41
"7906","Texas","Dallas",2007,10,36,1.23172,5.588125,33
"7907","Texas","Dallas",2007,11,35.5,1.5666596596,5.8893243625,23.5
"7908","Texas","Dallas",2007,12,30,2.25679,5.588125,19
"7909","Texas","Dallas",2008,1,30,3.4171768936,5.516364425,21
"7910","Texas","Dallas",2008,2,31,2.51525,5.286875,26
"7911","Texas","Dallas",2008,3,21,2.417105,2.9688788875,32
"7912","Texas","Dallas",2008,4,19,1.66792,3.83133535,36.5
"7913","Texas","Dallas",2008,5,19,1.31896,5.0372625,34
"7914","Texas","Dallas",2008,6,8.5,1.20991,2.7252261125,23.5
"7915","Texas","Dallas",2008,7,21,3.64774,3.519651275,35
"7916","Texas","Dallas",2008,8,19,2.44982,3.5445919,36
"7917","Texas","Dallas",2008,9,23,3.354935,4.692249075,35
"7918","Texas","Dallas",2008,10,44,4.564575,3.96314595,32.5
"7919","Texas","Dallas",2008,11,32,1.4062,5.43652455,24.5
"7920","Texas","Dallas",2008,12,22,0.62267,5.3352044,16
"7921","Texas","Dallas",2009,1,29.5,0.5401034468,5.2278218875,22
"7922","Texas","Dallas",2009,2,26,0.49181,3.780959625,28
"7923","Texas","Dallas",2009,8,11,2.51525,3.3519375,36
"7924","Texas","Dallas",2009,9,12,2.36584,3.954129975,28
"7925","Texas","Dallas",2009,10,10.5,2.442175,3.4039875,16.5
"7926","Texas","Dallas",2009,11,34,2.16955,4.88942315,25
"7927","Texas","Dallas",2009,12,23,1.27697,5.028023625,19
"7928","Texas","El Paso",2000,1,29,5.30041,4.41227115,30
"7929","Texas","El Paso",2000,2,34,6.5605,12.5257923,32
"7930","Texas","El Paso",2000,3,34.5,5.8231796596,7.3808450375,40
"7931","Texas","El Paso",2000,4,27.5,5.683715,6.639320025,44.5
"7932","Texas","El Paso",2000,5,33,3.78023,8.582614425,50
"7933","Texas","El Paso",2000,6,19,2.01688,6.232711225,47
"7934","Texas","El Paso",2000,7,31,2.79878,6.232711225,51.5
"7935","Texas","El Paso",2000,8,30,3.2225896596,7.097863175,53
"7936","Texas","El Paso",2000,9,34.25,3.3327175,7.442878525,43.5
"7937","Texas","El Paso",2000,10,29.5,4.737425,7.774898725,29.5
"7938","Texas","El Paso",2000,11,34.75,4.6388725,11.1588673625,28.5
"7939","Texas","El Paso",2000,12,37.5,6.923697766,16.485836225,22
"7940","Texas","El Paso",2001,1,36,5.82548,9.44852115,26
"7941","Texas","El Paso",2001,2,34.25,4.3385775,10.30285320625,30
"7942","Texas","El Paso",2001,3,30.5,4.04195,7.541593275,40
"7943","Texas","El Paso",2001,4,33,3.6890232766,7.009128525,42.75
"7944","Texas","El Paso",2001,5,24,3.188915,4.970625,44.5
"7945","Texas","El Paso",2001,6,29.75,1.1429218936,5.5203399875,47.5
"7946","Texas","El Paso",2001,7,23,1.03543,3.8049493625,59
"7947","Texas","El Paso",2001,8,25.5,2.601675,5.60015625,49.5
"7948","Texas","El Paso",2001,9,26.5,2.1056057766,5.329501075,40
"7949","Texas","El Paso",2001,10,32.5,2.6881,6.7386993625,38
"7950","Texas","El Paso",2001,11,31.5,2.2278615532,10.64181823125,29.5
"7951","Texas","El Paso",2001,12,36,2.700635,13.488804975,30.5
"7952","Texas","El Paso",2002,1,35,3.865025,11.244788775,28
"7953","Texas","El Paso",2002,2,33.25,3.6037125,5.9164337375,33.75
"7954","Texas","El Paso",2002,3,39,3.03706,6.550648025,36.5
"7955","Texas","El Paso",2002,4,28.25,1.7153625,4.622734375,42
"7956","Texas","El Paso",2002,5,27,1.9089442234,4.21008029375,42.75
"7957","Texas","El Paso",2002,6,25.75,1.8286784468,2.5331066625,53.5
"7958","Texas","El Paso",2002,7,21.5,0.818145,3.12421875,49.5
"7959","Texas","El Paso",2002,8,27.5,0.78543,4.431461225,46.5
"7960","Texas","El Paso",2002,9,31.5,0.818145,4.9992462375,46.5
"7961","Texas","El Paso",2002,10,30,0.85086,6.9370118125,33.5
"7962","Texas","El Paso",2002,11,37.25,1.8454434468,8.627265625,28.5
"7963","Texas","El Paso",2002,12,34,0.861765,8.4857306125,23.5
"7964","Texas","El Paso",2003,1,40.5,3.56213,9.9375,27
"7965","Texas","El Paso",2003,2,32.75,2.44559,6.5308868625,32
"7966","Texas","El Paso",2003,3,36,1.6694053404,6.076038775,37.5
"7967","Texas","El Paso",2003,4,28.75,2.4946625,4.3697149875,40.25
"7968","Texas","El Paso",2003,5,28.5,2.32222,3.8621875,44.5
"7969","Texas","El Paso",2003,6,23,1.7262675,3.95856843125,50.75
"7970","Texas","El Paso",2003,7,26,2.365025,4.6272381375,50
"7971","Texas","El Paso",2003,8,23,1.70991,4.1454378,46
"7972","Texas","El Paso",2003,9,31,2.2161775,5.16009375,43.5
"7973","Texas","El Paso",2003,10,34.5,2.98335,6.7296875,36
"7974","Texas","El Paso",2003,11,34.25,2.526155,8.08966218125,28.25
"7975","Texas","El Paso",2003,12,37.5,5.270955,10.2930193875,25
"7976","Texas","El Paso",2004,1,32,2.680455,8.979742475,26
"7977","Texas","El Paso",2004,2,37,2.43973,7.091148725,32.5
"7978","Texas","El Paso",2004,3,32.5,1.39448,5.5459375,36.5
"7979","Texas","El Paso",2004,4,27,0.927195,4.142288775,41.5
"7980","Texas","El Paso",2004,5,28,2.10249,3.8230193875,42.5
"7981","Texas","El Paso",2004,6,22,1.7488925,3.0142693875,43.75
"7982","Texas","El Paso",2004,7,22.5,1.14448,3.786875,44.5
"7983","Texas","El Paso",2004,8,22,1.14448,3.997711225,44.5
"7984","Texas","El Paso",2004,9,25.25,1.6725575,4.52333405625,37.25
"7985","Texas","El Paso",2004,10,26.5,1.92801,5.148336225,30.5
"7986","Texas","El Paso",2004,11,26.5,2.059685,6.3863006375,29
"7987","Texas","El Paso",2004,12,34.5,3.2294906808,10.8833868625,24.5
"7988","Texas","El Paso",2005,1,32.5,3.279415,8.549007525,24.5
"7989","Texas","El Paso",2005,2,26.75,1.0416975,4.997734375,27.75
"7990","Texas","El Paso",2005,3,32,1.819775,4.3953125,41
